resource_id	resource_type	name	description	eligibility_criteria	location	services_offered	contact_information	keywords	organization_types
res_0122	Bank	Bank Resource 122	Provides bank services to individuals and businesses.	Families	Sydney	Wealth Management, Business Banking	Phone: (801) 465-4175, Website: www.example122.com	business accounts, financial growth, wealth	Young Professionals
res_0123	Travel Agency	Travel Agency Resource 123	Provides travel agency services to individuals and businesses.	Students	Sydney	Flight Booking, Travel Insurance	Phone: (422) 726-1895, Website: www.example123.com	vacation planning, holiday deals, cheap flights	All
res_0124	Insurance Provider	Insurance Provider Resource 124	Provides insurance provider services to individuals and businesses.	Students	London	Travel Insurance, Life Insurance	Phone: (709) 188-6296, Website: www.example124.com	medical benefits, risk coverage, life security	Young Professionals
res_0125	Credit Union	Credit Union Resource 125	Provides credit union services to individuals and businesses.	Families	Sydney	Financial Planning, Auto Loans	Phone: (549) 382-8895, Website: www.example125.com	financial security, member benefits, low-interest loans	Young Professionals
res_0126	Bank	Bank Resource 126	Provides bank services to individuals and businesses.	Families	Sydney	High-Yield Savings, Wealth Management	Phone: (641) 669-3858, Website: www.example126.com	financial growth, wealth, business accounts	Small Businesses
res_0127	Study Abroad Consultant	Study Abroad Consultant Resource 127	Provides study abroad consultant services to individuals and businesses.	All	New York	Scholarship Guidance, University Selection	Phone: (149) 432-4663, Website: www.example127.com	scholarships, education loans, global universities	Students
res_0128	Tax Advisor	Tax Advisor Resource 128	Provides tax advisor services to individuals and businesses.	Businesses	Sydney	Tax Filing, Investment Taxation	Phone: (671) 133-6902, Website: www.example128.com	legal compliance, financial strategy, tax savings	Students
res_0129	Study Abroad Consultant	Study Abroad Consultant Resource 129	Provides study abroad consultant services to individuals and businesses.	All	London	Scholarship Guidance, Visa Assistance	Phone: (585) 782-2791, Website: www.example129.com	education loans, global universities, scholarships	Small Businesses
res_0130	Entertainment Service	Entertainment Service Resource 130	Provides entertainment service services to individuals and businesses.	Individuals	Mumbai	Amusement Park Passes, Theater Shows	Phone: (876) 495-7988, Website: www.example130.com	leisure, family entertainment, fun activities	Young Professionals
res_0131	Credit Union	Credit Union Resource 131	Provides credit union services to individuals and businesses.	Students	Sydney	Auto Loans, Financial Planning	Phone: (970) 735-3349, Website: www.example131.com	low-interest loans, financial security, member benefits	All
res_0132	Tax Advisor	Tax Advisor Resource 132	Provides tax advisor services to individuals and businesses.	All	Online	Corporate Tax Planning, Investment Taxation	Phone: (277) 820-5909, Website: www.example132.com	financial strategy, tax savings, legal compliance	Young Professionals
res_0133	Credit Union	Credit Union Resource 133	Provides credit union services to individuals and businesses.	All	Sydney	Home Loans, Auto Loans	Phone: (808) 780-6505, Website: www.example133.com	member benefits, financial security, low-interest loans	Small Businesses
res_0134	Credit Union	Credit Union Resource 134	Provides credit union services to individuals and businesses.	Businesses	New York	Auto Loans, Home Loans	Phone: (136) 495-3775, Website: www.example134.com	member benefits, financial security, low-interest loans	Retirees
res_0135	Investment Firm	Investment Firm Resource 135	Provides investment firm services to individuals and businesses.	Families	Dubai	Mutual Funds, Real Estate Investment	Phone: (530) 142-7278, Website: www.example135.com	market analysis, portfolio management, high returns	Small Businesses
res_0136	Insurance Provider	Insurance Provider Resource 136	Provides insurance provider services to individuals and businesses.	All	Mumbai	Health Insurance, Life Insurance	Phone: (958) 161-2337, Website: www.example136.com	life security, risk coverage, medical benefits	All
res_0137	Bank	Bank Resource 137	Provides bank services to individuals and businesses.	Businesses	Online	Wealth Management, Business Banking	Phone: (842) 190-1757, Website: www.example137.com	wealth, financial growth, business accounts	Young Professionals
res_0138	Investment Firm	Investment Firm Resource 138	Provides investment firm services to individuals and businesses.	All	Sydney	Real Estate Investment, Mutual Funds	Phone: (149) 642-8797, Website: www.example138.com	high returns, portfolio management, market analysis	Young Professionals
res_0139	Travel Agency	Travel Agency Resource 139	Provides travel agency services to individuals and businesses.	Families	Dubai	Flight Booking, Travel Insurance	Phone: (559) 777-1372, Website: www.example139.com	vacation planning, cheap flights, holiday deals	Young Professionals
res_0140	Credit Union	Credit Union Resource 140	Provides credit union services to individuals and businesses.	All	New York	Financial Planning, Auto Loans	Phone: (570) 312-6503, Website: www.example140.com	member benefits, financial security, low-interest loans	Retirees
res_0141	Bank	Bank Resource 141	Provides bank services to individuals and businesses.	Families	Dubai	Wealth Management, Business Banking	Phone: (708) 841-7886, Website: www.example141.com	wealth, savings, financial growth	Retirees
res_0142	Sports Club	Sports Club Resource 142	Provides sports club services to individuals and businesses.	Businesses	New York	Yoga Classes, Personal Training	Phone: (124) 543-7463, Website: www.example142.com	active lifestyle, fitness, wellness	All
res_0143	Insurance Provider	Insurance Provider Resource 143	Provides insurance provider services to individuals and businesses.	All	London	Travel Insurance, Life Insurance	Phone: (887) 859-5261, Website: www.example143.com	risk coverage, medical benefits, life security	Small Businesses
res_0144	Credit Union	Credit Union Resource 144	Provides credit union services to individuals and businesses.	All	Mumbai	Home Loans, Financial Planning	Phone: (908) 938-2154, Website: www.example144.com	low-interest loans, member benefits, financial security	All
res_0145	Study Abroad Consultant	Study Abroad Consultant Resource 145	Provides study abroad consultant services to individuals and businesses.	Families	Sydney	Scholarship Guidance, Visa Assistance	Phone: (799) 250-3088, Website: www.example145.com	global universities, education loans, scholarships	All
res_0146	Credit Union	Credit Union Resource 146	Provides credit union services to individuals and businesses.	Students	New York	Financial Planning, Auto Loans	Phone: (533) 767-7969, Website: www.example146.com	financial security, low-interest loans, member benefits	Retirees
res_0147	Entertainment Service	Entertainment Service Resource 147	Provides entertainment service services to individuals and businesses.	Individuals	Mumbai	Theater Shows, Amusement Park Passes	Phone: (867) 750-4642, Website: www.example147.com	leisure, fun activities, family entertainment	Retirees
res_0148	Bank	Bank Resource 148	Provides bank services to individuals and businesses.	Students	London	High-Yield Savings, Wealth Management	Phone: (415) 474-2872, Website: www.example148.com	financial growth, savings, wealth	Students
res_0149	Insurance Provider	Insurance Provider Resource 149	Provides insurance provider services to individuals and businesses.	Students	Mumbai	Health Insurance, Travel Insurance	Phone: (747) 746-5503, Website: www.example149.com	life security, risk coverage, medical benefits	Retirees
res_0150	Loan Provider	Loan Provider Resource 150	Provides loan provider services to individuals and businesses.	Students	Online	Debt Consolidation, Electronics Financing	Phone: (798) 984-6183, Website: www.example150.com	debt solutions, borrowing, credit options	Young Professionals
res_0151	Loan Provider	Loan Provider Resource 151	Provides loan provider services to individuals and businesses.	All	Sydney	Travel Loans, Electronics Financing	Phone: (131) 543-5222, Website: www.example151.com	personal finance, credit options, borrowing	All
res_0152	Investment Firm	Investment Firm Resource 152	Provides investment firm services to individuals and businesses.	Students	Sydney	Real Estate Investment, Stocks & Bonds	Phone: (825) 752-7208, Website: www.example152.com	portfolio management, high returns, market analysis	Young Professionals
res_0153	Entertainment Service	Entertainment Service Resource 153	Provides entertainment service services to individuals and businesses.	Individuals	New York	Amusement Park Passes, Theater Shows	Phone: (368) 753-1764, Website: www.example153.com	family entertainment, leisure, fun activities	Young Professionals
res_0154	Sports Club	Sports Club Resource 154	Provides sports club services to individuals and businesses.	Students	London	Personal Training, Gym Membership	Phone: (767) 877-6523, Website: www.example154.com	active lifestyle, fitness, wellness	Retirees
res_0155	Investment Firm	Investment Firm Resource 155	Provides investment firm services to individuals and businesses.	All	Online	Stocks & Bonds, Real Estate Investment	Phone: (353) 543-5827, Website: www.example155.com	market analysis, high returns, portfolio management	Retirees
